QID90_1,QID90_2,QID90_3,Q22_1,Q92_1,Q92_2,Q92_3,Q100_1,Q100_2,Q61,Q20,Age,Gender,Household_size,Q28,bed,empa,Q92_2r,maskePo
3,3,3,5,4,1,5,2,4,2,1,23.00,2,4.00,Kloß und Ente,0.00,3.00,5.00,4.50
1,2,2,4,4,2,5,2,3,1,1,28.00,2,2.00,Müsli,0.00,1.67,4.00,4.00
4,4,4,5,4,1,5,3,3,2,1,33.00,1,4.00,Blumenkohl,0.00,4.00,5.00,4.50
2,4,4,2,3,3,5,3,4,1,1,39.00,1,4.00,Brötchen belegt,2.00,3.33,3.00,3.00
2,3,3,5,5,1,5,4,4,1,1,43.00,1,1.00,Gedünstete Klohlrabi,1.00,2.67,5.00,5.00
2,1,3,4,5,1,5,2,3,2,1,29.00,2,2.00,Hähnchen,1.00,2.00,5.00,5.00
2,3,4,4,4,3,5,2,3,1,1,38.00,2,1.00,Salat,0.00,3.00,3.00,3.50
1,1,1,4,5,1,5,3,4,2,1,29.00,1,2.00,Grillfleisch mit Salat,0.00,1.00,5.00,5.00
5,4,4,3,4,2,5,3,3,2,1,35.00,2,1.00,türkische Pizza,2.00,4.33,4.00,4.00
5,5,5,5,5,1,5,2,3,2,1,24.00,1,1.00,Rinderrouladen,2.00,5.00,5.00,5.00
1,2,4,4,3,4,5,4,5,2,1,22.00,2,3.00,Milchreis,1.00,2.33,2.00,2.50
2,2,3,4,5,2,5,3,4,1,1,18.00,2,3.00,Hähnchenspieße,0.00,2.33,4.00,4.50
2,1,3,5,3,1,5,2,3,2,1,35.00,1,4.00,Burger,1.00,2.00,5.00,4.00
5,5,5,4,4,1,5,3,4,2,1,30.00,2,2.00,Buchweizen mit Würstchen in Tomatensoße,2.00,5.00,5.00,4.50
3,2,2,5,4,1,5,3,3,2,1,24.00,1,3.00,Pasta,1.00,2.33,5.00,4.50
3,3,4,4,2,3,5,2,3,2,1,29.00,2,2.00,Pommes,1.00,3.33,3.00,2.50
5,5,5,5,3,3,5,2,3,2,1,24.00,2,3.00,Salat,2.00,5.00,3.00,3.00
4,3,5,5,5,1,5,3,4,2,1,39.00,2,4.00,Pasta,1.00,4.00,5.00,5.00
5,5,5,2,4,2,5,3,5,1,1,25.00,2,1.00,Kartoffeln mit Soße und Putengeschnetzeltes,2.00,5.00,4.00,4.00
2,3,2,4,5,1,5,4,4,1,1,55.00,2,1.00,Mango-Apfel-Salat,0.00,2.33,5.00,5.00
3,4,3,4,4,3,5,2,2,1,1,37.00,1,4.00,Curry Wurst,2.00,3.33,3.00,3.50
3,2,2,4,2,3,5,4,4,2,1,35.00,2,1.00,Schinkennudeln,0.00,2.33,3.00,2.50
3,3,2,5,5,1,5,3,3,2,1,48.00,2,2.00,Butterbrot,2.00,2.67,5.00,5.00
4,3,4,2,1,1,5,2,3,2,1,18.00,1,4.00,Lasagne,1.00,3.67,5.00,3.00
1,1,1,5,5,1,5,3,4,1,1,36.00,2,3.00,Brötchen,1.00,1.00,5.00,5.00
4,5,5,5,5,1,5,4,4,2,1,30.00,1,3.00,Lasagne,2.00,4.67,5.00,5.00
1,1,1,5,5,1,5,4,4,2,1,49.00,1,2.00,Lasagne,0.00,1.00,5.00,5.00
5,5,5,4,5,2,5,3,3,2,1,31.00,1,2.00,Spaghetti,2.00,5.00,4.00,4.50
1,1,1,4,5,1,5,4,2,1,1,19.00,2,3.00,Salat,0.00,1.00,5.00,5.00
4,4,4,5,5,1,5,3,5,2,1,29.00,1,2.00,belegtes Brötchen,2.00,4.00,5.00,5.00
4,3,2,4,4,2,5,2,3,1,1,34.00,1,3.00,Spaghetti,1.00,3.00,4.00,4.00
1,1,1,5,1,4,5,2,3,2,1,23.00,2,3.00,Pudding,0.00,1.00,2.00,1.50
1,1,1,2,4,5,5,3,3,2,1,40.00,2,4.00,Nudeln,1.00,1.00,1.00,2.50
1,1,1,1,1,5,5,1,2,2,1,25.00,1,5.00,Spinat-käse-burger,0.00,1.00,1.00,1.00
5,4,3,2,4,2,5,3,4,1,1,28.00,1,2.00,Brot mit Lachs,2.00,4.00,4.00,4.00
4,5,4,4,3,1,5,3,4,2,1,21.00,1,3.00,Nudelauflauf,2.00,4.33,5.00,4.00
1,1,1,5,5,1,5,1,3,1,1,31.00,1,3.00,Hähnchen,1.00,1.00,5.00,5.00
4,2,4,3,3,1,5,4,2,2,1,24.00,2,2.00,Pizza,0.00,3.33,5.00,4.00
5,5,5,4,4,1,5,3,3,1,1,25.00,1,2.00,Pizza,2.00,5.00,5.00,4.50
3,3,3,5,5,2,5,2,3,2,1,22.00,2,4.00,Maultaschen,1.00,3.00,4.00,4.50
3,3,3,5,5,1,5,2,3,2,1,41.00,1,4.00,McChicken ;),1.00,3.00,5.00,5.00
1,1,1,5,4,1,5,4,3,2,1,31.00,2,2.00,Brötchen,0.00,1.00,5.00,4.50
3,3,3,3,4,4,5,3,3,2,1,19.00,2,5.00,Nichts,0.00,3.00,2.00,3.00
4,1,3,4,4,1,5,3,4,2,1,18.00,1,3.00,nudelauflauf,2.00,2.67,5.00,4.50
4,4,4,5,4,1,5,3,3,1,1,44.00,2,4.00,Papaya,1.00,4.00,5.00,4.50
1,1,1,5,5,1,5,3,3,1,1,37.00,1,1.00,Pizza,0.00,1.00,5.00,5.00
3,3,4,5,4,2,5,3,4,2,1,44.00,1,2.00,Bratwurst,1.00,3.33,4.00,4.00
4,2,3,2,2,4,5,2,3,2,1,32.00,1,5.00,Gyros mit Krautsalat,2.00,3.00,2.00,2.00
1,1,1,1,1,4,5,3,2,1,1,35.00,1,2.00,Döner,1.00,1.00,2.00,1.50
2,2,2,3,2,1,5,2,3,2,1,19.00,2,3.00,Milchreis,0.00,2.00,5.00,3.50
3,2,3,4,5,1,5,2,4,2,1,25.00,2,1.00,Kartoffelpüree,0.00,2.67,5.00,5.00
1,1,1,4,4,2,5,2,3,2,1,39.00,1,2.00,Bratwürste und Putenschnitzel mit Salat,1.00,1.00,4.00,4.00
5,5,5,3,4,1,5,2,3,2,1,47.00,2,2.00,Salat,2.00,5.00,5.00,4.50
2,4,4,5,4,1,5,3,5,2,1,24.00,2,3.00,Schnitzel,0.00,3.33,5.00,4.50
5,5,5,5,5,1,5,2,4,2,1,20.00,1,4.00,Chateau Briand,2.00,5.00,5.00,5.00
5,1,5,5,5,1,5,5,4,1,1,20.00,2,4.00,Nudeln,2.00,3.67,5.00,5.00
2,2,2,3,5,1,5,1,3,2,1,33.00,2,2.00,Nichts.,1.00,2.00,5.00,5.00
1,1,1,3,3,1,5,3,3,2,1,39.00,2,2.00,Erdbeeren mit Sahne,0.00,1.00,5.00,4.00
3,1,1,5,4,1,5,2,3,1,1,22.00,1,2.00,Subway-Sandwich,0.00,1.67,5.00,4.50
3,3,4,5,4,1,5,2,3,2,1,22.00,2,1.00,Brot,0.00,3.33,5.00,4.50
1,1,1,2,2,3,5,3,5,2,1,31.00,1,1.00,Nudeln,1.00,1.00,3.00,2.50
2,4,1,5,5,1,5,5,4,1,1,28.00,2,1.00,Salat,1.00,2.33,5.00,5.00
5,5,5,5,5,1,5,4,5,1,1,58.00,1,2.00,Fischbrötchen,2.00,5.00,5.00,5.00
2,2,2,2,2,4,5,2,3,2,1,25.00,2,2.00,Brötchen,0.00,2.00,2.00,2.00
4,3,3,5,5,1,5,4,4,1,1,35.00,1,3.00,Asiatischer Reis,2.00,3.33,5.00,5.00
2,2,2,2,2,4,5,2,3,1,1,55.00,2,1.00,Obst,2.00,2.00,2.00,2.00
2,2,2,5,5,2,5,3,4,1,1,31.00,2,1.00,Pommes,0.00,2.00,4.00,4.50
4,4,4,5,5,1,5,2,3,1,1,25.00,2,12.00,schokocookie,1.00,4.00,5.00,5.00
5,2,2,1,3,1,5,4,4,2,1,23.00,1,2.00,Brot,1.00,3.00,5.00,4.00
1,1,2,3,4,1,5,2,3,2,1,28.00,2,3.00,Spaghetti mit Zucchini,0.00,1.33,5.00,4.50
3,4,4,3,3,4,5,2,2,2,1,25.00,2,7.00,Kirschen,1.00,3.67,2.00,2.50
5,4,5,5,5,1,5,4,5,2,1,25.00,1,3.00,Geflügel,2.00,4.67,5.00,5.00
1,3,2,5,5,1,5,3,4,2,1,23.00,1,1.00,Suppe,1.00,2.00,5.00,5.00
3,3,4,4,5,2,5,3,3,2,1,18.00,1,4.00,Pizza,1.00,3.33,4.00,4.50
4,4,3,5,5,1,5,3,4,1,1,23.00,2,1.00,Nudeln,2.00,3.67,5.00,5.00
4,4,4,5,5,1,5,4,3,2,1,41.00,1,3.00,Nudeln,2.00,4.00,5.00,5.00
1,1,1,3,5,1,5,2,3,1,1,50.00,1,6.00,Suppe,1.00,1.00,5.00,5.00
5,5,5,4,4,2,5,2,3,1,1,43.00,2,1.00,Gulasch,2.00,5.00,4.00,4.00
5,5,5,4,4,2,5,2,4,2,1,33.00,1,2.00,Falscher Hase,2.00,5.00,4.00,4.00
4,1,1,1,4,3,5,1,3,2,1,39.00,1,3.00,Pizza,1.00,2.00,3.00,3.50
1,1,1,1,1,5,5,1,1,2,1,36.00,2,6.00,Nudeln,0.00,1.00,1.00,1.00
2,1,2,3,5,1,5,4,4,2,1,30.00,2,2.00,Suppe,0.00,1.67,5.00,5.00
3,2,1,3,3,1,5,2,3,2,1,26.00,1,1.00,Salat,2.00,2.00,5.00,4.00
1,1,1,3,4,1,5,3,4,2,1,37.00,2,6.00,Kuchen,0.00,1.00,5.00,4.50
1,1,1,2,1,1,5,2,3,2,1,22.00,2,5.00,Nudeln,0.00,1.00,5.00,3.00
4,3,3,1,1,5,5,2,2,1,1,29.00,1,2.00,Schnitzel,1.00,3.33,1.00,1.00
4,3,5,4,5,3,5,3,4,2,1,18.00,1,5.00,Leberkäswecken,2.00,4.00,3.00,4.00
2,1,2,3,4,1,5,4,3,1,1,60.00,1,3.00,Brötchen,1.00,1.67,5.00,4.50
1,1,1,5,3,1,5,2,3,2,1,26.00,2,3.00,Souvlaki,0.00,1.00,5.00,4.00
5,4,4,5,5,1,5,2,4,2,1,31.00,2,3.00,Pizza,0.00,4.33,5.00,5.00
3,3,3,3,3,4,5,3,3,2,1,28.00,1,3.00,Pasta,2.00,3.00,2.00,2.50
2,2,1,5,4,1,5,3,3,1,1,23.00,2,2.00,Lasagne,1.00,1.67,5.00,4.50
2,5,5,2,3,4,5,4,4,2,1,37.00,2,2.00,Brötchen,1.00,4.00,2.00,2.50
5,5,4,3,3,2,5,2,3,2,1,34.00,1,1.00,Nudeln,2.00,4.67,4.00,3.50
1,3,2,4,4,1,5,3,3,2,1,53.00,2,1.00,Spaghetti,0.00,2.00,5.00,4.50
1,1,1,2,1,3,5,3,3,1,1,38.00,2,1.00,Hähnchencurry,0.00,1.00,3.00,2.00
3,1,2,2,2,2,5,3,4,2,1,49.00,1,1.00,Nudeln,1.00,2.00,4.00,3.00
5,5,5,5,5,1,5,3,3,2,1,35.00,1,3.00,Pommes,2.00,5.00,5.00,5.00
2,2,2,4,5,1,5,3,4,2,1,19.00,1,3.00,Huhn,0.00,2.00,5.00,5.00
4,4,4,4,3,4,5,2,3,1,1,39.00,2,3.00,Gemüsepfanne,2.00,4.00,2.00,2.50
1,1,1,3,4,2,5,3,3,2,1,62.00,1,3.00,Fisch mit Kartoffelsalat,1.00,1.00,4.00,4.00
1,1,1,5,3,1,5,3,4,1,1,29.00,1,1.00,Pizza,0.00,1.00,5.00,4.00
5,4,5,3,2,1,5,3,3,1,1,61.00,2,1.00,"wenig Zeit, deshalb nur neben her bei der Arbeit belegte Brote",2.00,4.67,5.00,3.50
1,1,1,5,4,3,5,3,3,2,1,30.00,2,2.00,Salat,1.00,1.00,3.00,3.50
3,1,1,2,3,1,5,3,3,1,1,64.00,1,2.00,Frikadellen,1.00,1.67,5.00,4.00
4,4,4,5,4,1,5,3,4,1,1,29.00,1,1.00,Nudeln mit pesto,2.00,4.00,5.00,4.50
1,1,1,2,3,2,5,4,4,1,1,31.00,1,2.00,Nudeln,0.00,1.00,4.00,3.50
3,3,2,4,5,1,5,3,4,1,1,72.00,2,1.00,Nudeln,1.00,2.67,5.00,5.00
3,2,2,4,4,2,5,4,3,1,1,34.00,1,6.00,Brote,0.00,2.33,4.00,4.00
1,1,1,4,3,1,5,2,3,2,1,18.00,1,4.00,Döner,0.00,1.00,5.00,4.00
1,2,2,3,4,1,5,2,3,2,1,35.00,1,2.00,Balinesischer Erdnussreis,1.00,1.67,5.00,4.50
5,5,5,5,5,1,5,4,4,1,1,56.00,2,2.00,Nichts,2.00,5.00,5.00,5.00
5,5,5,5,5,1,5,2,4,2,1,22.00,2,3.00,Nudeln,2.00,5.00,5.00,5.00
1,3,1,5,5,1,5,3,3,1,1,37.00,2,2.00,Lahmacun,1.00,1.67,5.00,5.00
1,1,1,2,3,2,5,2,3,2,1,19.00,1,3.00,Fisch mit Kartoffeln,1.00,1.00,4.00,3.50
5,4,4,4,4,1,5,3,3,2,1,32.00,2,3.00,Veganen Burger,2.00,4.33,5.00,4.50
2,2,2,5,5,1,5,4,4,2,1,35.00,2,3.00,Fischstäbchen,0.00,2.00,5.00,5.00
1,1,1,4,5,1,5,4,3,1,1,60.00,1,4.00,Pizza,1.00,1.00,5.00,5.00
5,5,5,5,3,3,5,3,3,1,1,47.00,2,1.00,Suppe,2.00,5.00,3.00,3.00
1,2,1,3,2,4,5,3,3,1,1,32.00,2,2.00,Nudeln,0.00,1.33,2.00,2.00
2,1,1,5,5,1,5,3,3,2,1,34.00,1,2.00,Einen Salat mit Joghurt Dressing,1.00,1.33,5.00,5.00
3,3,4,5,5,1,5,3,3,2,1,37.00,2,3.00,Obst,1.00,3.33,5.00,5.00
1,1,1,1,1,5,5,1,1,1,1,62.00,1,1.00,Kartoffelsuppe,0.00,1.00,1.00,1.00
4,5,4,5,4,3,5,4,5,1,1,53.00,1,4.00,Brot,2.00,4.33,3.00,3.50
3,3,3,4,1,4,5,3,3,1,1,48.00,2,5.00,Pasta,1.00,3.00,2.00,1.50
1,2,2,2,1,1,5,2,3,2,1,27.00,2,1.00,Reis,0.00,1.67,5.00,3.00
4,1,3,4,5,1,5,2,3,2,1,27.00,2,2.00,Gemüsepfanne,2.00,2.67,5.00,5.00
2,2,2,5,5,1,5,3,4,1,1,42.00,2,6.00,Geschnetzeltes,0.00,2.00,5.00,5.00
4,4,4,4,5,1,5,4,4,2,1,59.00,1,4.00,Eintopf,1.00,4.00,5.00,5.00
2,1,1,3,5,1,5,2,2,2,1,23.00,2,2.00,Kartoffelrösti,1.00,1.33,5.00,5.00
5,5,5,5,5,1,5,4,5,1,1,58.00,2,3.00,Bratwurst Kartoffeln Rotkohl,2.00,5.00,5.00,5.00
1,1,1,4,5,2,5,2,3,1,1,40.00,1,3.00,Bohneneintopf,0.00,1.00,4.00,4.50
1,1,1,2,1,1,5,2,2,1,1,64.00,1,1.00,Salat,1.00,1.00,5.00,3.00
5,5,5,5,5,1,5,3,3,1,1,61.00,1,3.00,Bohneneintopf,2.00,5.00,5.00,5.00
1,1,1,4,1,5,5,2,3,2,1,44.00,1,1.00,Essen,1.00,1.00,1.00,1.00
5,3,3,4,2,4,5,2,3,2,1,26.00,2,2.00,Kartoffeln,2.00,3.67,2.00,2.00
3,1,2,3,3,4,5,2,3,2,1,25.00,1,3.00,Nudeln,1.00,2.00,2.00,2.50
2,2,3,5,5,1,5,4,4,1,1,61.00,2,2.00,Cheeseburger,0.00,2.33,5.00,5.00
2,2,2,4,4,2,5,2,3,2,1,48.00,1,1.00,"Tagliatelle mit Pfifferlingen, sehr lecker",0.00,2.00,4.00,4.00
3,3,3,4,3,3,5,3,3,2,1,34.00,2,4.00,nudeln,1.00,3.00,3.00,3.00
3,4,3,2,2,5,5,1,2,2,1,19.00,1,5.00,Grillfleisch,2.00,3.33,1.00,1.50
2,2,2,2,2,1,5,2,3,2,1,24.00,1,3.00,Reis,1.00,2.00,5.00,3.50
3,3,3,3,4,3,5,2,3,2,1,31.00,2,3.00,Gegrilltes Gemüse und Salat,0.00,3.00,3.00,3.50
3,1,2,5,5,1,5,4,4,2,1,22.00,2,5.00,Eine Suppe mit Fleisch,1.00,2.00,5.00,5.00
2,4,2,3,2,4,5,3,4,2,1,22.00,1,1.00,Nudeln,2.00,2.67,2.00,2.00
3,3,3,4,3,3,5,3,3,1,1,42.00,2,4.00,Bauernfrühstück,0.00,3.00,3.00,3.00
2,2,3,3,1,3,5,2,3,1,1,39.00,2,1.00,nudeln,1.00,2.33,3.00,2.00
3,3,4,2,3,3,5,3,3,1,1,26.00,2,2.00,Nudeln,0.00,3.33,3.00,3.00
2,2,2,3,3,2,5,3,3,2,1,24.00,1,4.00,Pizza,1.00,2.00,4.00,3.50
5,5,5,4,5,1,5,2,4,1,1,36.00,1,2.00,Schnitzel,2.00,5.00,5.00,5.00
1,1,1,2,2,4,5,2,3,2,1,19.00,2,3.00,Nudeln,1.00,1.00,2.00,2.00
5,5,5,4,4,1,5,3,3,2,1,41.00,2,4.00,Grießbrei,2.00,5.00,5.00,4.50
5,3,5,5,5,2,5,4,4,2,1,28.00,1,2.00,Lassagne,2.00,4.33,4.00,4.50
5,5,5,5,5,5,5,3,3,2,1,29.00,2,1.00,Bolognese,2.00,5.00,1.00,3.00
1,1,5,5,1,5,5,1,1,2,1,32.00,1,2.00,suppe,0.00,2.33,1.00,1.00
1,1,1,4,5,2,5,2,3,2,1,42.00,1,6.00,Salat,1.00,1.00,4.00,4.50
3,3,3,5,4,1,5,3,4,2,1,32.00,2,3.00,Nudeln,1.00,3.00,5.00,4.50
5,5,5,2,3,2,5,3,3,2,1,27.00,2,2.00,Nudeln,2.00,5.00,4.00,3.50
3,3,3,5,5,1,5,3,3,2,1,30.00,2,2.00,spaghetti bolognese,0.00,3.00,5.00,5.00
4,3,3,4,4,2,5,3,4,1,1,44.00,1,2.00,Russische Maultaschen,1.00,3.33,4.00,4.00
3,3,3,5,5,1,5,3,3,1,1,51.00,1,2.00,Hähnchen,0.00,3.00,5.00,5.00
2,2,1,4,4,1,5,2,3,2,1,27.00,1,2.00,Eier,1.00,1.67,5.00,4.50
1,1,3,5,5,2,5,3,3,2,1,45.00,1,4.00,Buttermilch mit Banane,1.00,1.67,4.00,4.50
5,5,4,5,4,2,5,4,4,1,1,61.00,1,1.00,Spargel,2.00,4.67,4.00,4.00
1,1,1,3,4,2,5,3,3,2,1,40.00,2,4.00,Blumenkohl,0.00,1.00,4.00,4.00
2,2,4,5,5,1,5,4,3,1,1,44.00,2,3.00,Kartoffeln,0.00,2.67,5.00,5.00
4,4,3,4,5,1,5,3,4,2,1,21.00,2,3.00,Pizza,1.00,3.67,5.00,5.00
2,3,2,2,1,2,5,2,3,2,1,28.00,1,1.00,Reis,1.00,2.33,4.00,2.50
2,1,1,2,1,5,5,1,3,1,1,23.00,1,4.00,Suppe,1.00,1.33,1.00,1.00
4,4,4,3,1,2,5,3,3,2,1,24.00,2,3.00,Nudeln,2.00,4.00,4.00,2.50
1,1,1,3,2,4,5,1,2,2,1,25.00,1,2.00,Kohl mit Brot,0.00,1.00,2.00,2.00
3,5,4,3,4,1,5,3,4,1,1,56.00,1,2.00,Schweinebraten,2.00,4.00,5.00,4.50
1,1,1,1,5,5,5,1,2,1,1,55.00,2,1.00,salat,1.00,1.00,1.00,3.00
2,2,2,4,3,1,5,3,3,2,1,26.00,1,2.00,Nudeln,0.00,2.00,5.00,4.00
4,4,4,5,5,1,5,5,5,2,1,47.00,1,2.00,Nudeln,0.00,4.00,5.00,5.00
4,4,3,5,5,1,5,2,4,2,1,24.00,1,3.00,Steak,2.00,3.67,5.00,5.00
2,1,2,2,2,4,5,2,3,2,1,28.00,1,3.00,Wurstsalat,1.00,1.67,2.00,2.00
1,1,1,5,5,1,5,3,4,2,1,26.00,2,1.00,Cannelloni,0.00,1.00,5.00,5.00
3,4,5,5,5,2,5,3,4,1,1,30.00,2,2.00,Spätzle,2.00,4.00,4.00,4.50
5,4,5,4,5,1,5,2,3,2,1,24.00,2,2.00,Pizza,2.00,4.67,5.00,5.00
2,2,2,2,3,3,5,2,2,2,1,35.00,1,4.00,Pizza,1.00,2.00,3.00,3.00
5,5,5,5,5,1,5,3,4,2,1,26.00,1,2.00,Nudeln,1.00,5.00,5.00,5.00
5,5,5,4,5,2,5,4,4,2,1,59.00,1,4.00,Eintopf,0.00,5.00,4.00,4.50
1,1,1,4,5,2,5,3,3,1,1,64.00,1,2.00,Seelachs,0.00,1.00,4.00,4.50
4,4,4,5,5,1,5,5,5,1,1,51.00,2,4.00,Spätzle mit Geflügelgulasch und Salat,2.00,4.00,5.00,5.00
3,2,3,4,4,3,5,3,3,2,1,38.00,1,1.00,Frikandelln,0.00,2.67,3.00,3.50
1,1,1,5,5,1,5,3,3,2,1,44.00,1,3.00,Frikadelle,1.00,1.00,5.00,5.00
2,2,2,3,2,4,5,1,2,1,1,30.00,1,1.00,Suppe,0.00,2.00,2.00,2.00
5,5,5,3,4,1,5,2,3,1,1,42.00,1,4.00,Spiegelei auf Brot mit Salat :),2.00,5.00,5.00,4.50
4,4,4,5,5,1,5,2,3,2,1,39.00,1,3.00,Erbsensuppe,2.00,4.00,5.00,5.00
1,1,1,5,5,1,5,2,3,1,1,60.00,1,2.00,Erdbeeren,1.00,1.00,5.00,5.00
4,3,3,5,5,1,5,3,4,2,1,39.00,2,2.00,Falafel,0.00,3.33,5.00,5.00
4,3,4,4,5,2,5,3,4,2,1,25.00,2,3.00,Brötchen,1.00,3.67,4.00,4.50
4,4,4,4,5,3,5,2,3,2,1,18.00,2,5.00,Nudeln,2.00,4.00,3.00,4.00
2,1,2,1,2,5,5,2,3,2,1,48.00,2,2.00,"Spinat, Kartoffeln, Rührei",1.00,1.67,1.00,1.50
2,2,1,4,4,2,5,2,3,2,1,28.00,1,3.00,Kartoffeln,0.00,1.67,4.00,4.00
5,5,5,5,3,2,5,4,3,2,1,33.00,1,3.00,Schnitzel,2.00,5.00,4.00,3.50
5,1,1,1,1,5,5,1,2,2,1,22.00,1,2.00,Aufgeraute Erbsensuppe mit Würstchen von Muddi,1.00,2.33,1.00,1.00
2,1,1,1,2,4,5,4,2,2,1,18.00,1,2.00,Schnitzel,0.00,1.33,2.00,2.00
3,3,3,5,5,2,5,2,4,2,1,26.00,1,4.00,Döner,1.00,3.00,4.00,4.50
4,5,5,4,5,2,5,3,4,2,1,21.00,2,4.00,"Kein richtiges Mittagessen, weil ich den ganzen Tag unterwegs war",2.00,4.67,4.00,4.50
5,4,4,1,1,2,5,2,3,2,1,29.00,2,2.00,Salat,2.00,4.33,4.00,2.50
5,4,5,5,5,1,5,5,5,1,1,29.00,2,5.00,Müsli,2.00,4.67,5.00,5.00
2,3,2,5,5,1,5,3,3,1,1,25.00,1,3.00,Schinken-Käse-Toast,0.00,2.33,5.00,5.00
3,3,3,4,4,2,5,2,4,2,1,31.00,1,2.00,Pizza,1.00,3.00,4.00,4.00
1,2,2,3,5,1,5,3,3,1,1,53.00,1,1.00,eine Bockwurst,0.00,1.67,5.00,5.00
4,3,3,4,4,2,5,3,3,2,1,40.00,1,1.00,Döner,2.00,3.33,4.00,4.00
3,1,1,3,1,1,5,3,3,1,1,27.00,1,2.00,Döner,0.00,1.67,5.00,3.00
1,1,1,3,4,1,5,3,4,2,1,27.00,2,1.00,Schnitzel,1.00,1.00,5.00,4.50
2,2,2,5,5,1,5,4,4,2,1,36.00,1,2.00,Salat,0.00,2.00,5.00,5.00
1,1,1,4,3,4,5,3,3,1,1,52.00,1,1.00,Kartoffelpuffer,1.00,1.00,2.00,2.50
5,5,5,3,3,2,5,3,3,2,1,45.00,2,4.00,Nudeln,2.00,5.00,4.00,3.50
1,1,1,4,3,1,5,2,4,2,1,20.00,1,5.00,Fisch,1.00,1.00,5.00,4.00
2,2,3,5,5,2,5,3,4,2,1,33.00,1,4.00,Lasagne,0.00,2.33,4.00,4.50
5,5,5,5,5,1,5,4,4,2,1,43.00,2,2.00,Champignonpasta,2.00,5.00,5.00,5.00
3,4,4,4,5,1,5,3,4,1,1,21.00,2,2.00,Vegane Gemüsepfanne,1.00,3.67,5.00,5.00
1,1,1,3,4,2,5,4,4,2,1,32.00,1,3.00,Grillfleisch mit Salat,0.00,1.00,4.00,4.00
4,4,4,4,4,2,5,2,3,2,1,40.00,2,1.00,Salat,2.00,4.00,4.00,4.00
5,5,5,5,5,1,5,5,5,2,1,33.00,2,3.00,Schnitzel,0.00,5.00,5.00,5.00
4,3,4,5,5,1,5,4,3,2,1,31.00,2,2.00,Brot,2.00,3.67,5.00,5.00
2,3,2,5,5,2,5,4,4,2,1,25.00,1,2.00,Fleisch,1.00,2.33,4.00,4.50
5,4,4,5,3,2,5,2,2,2,1,28.00,1,3.00,Döner,2.00,4.33,4.00,3.50
1,1,1,3,4,1,5,3,3,2,1,30.00,2,1.00,Nudeln,0.00,1.00,5.00,4.50
4,4,4,5,4,2,5,4,3,2,1,39.00,1,4.00,Geschnetzeltes,2.00,4.00,4.00,4.00
2,2,2,3,4,2,5,2,3,1,1,53.00,1,2.00,Brot,1.00,2.00,4.00,4.00
2,1,2,5,1,3,5,3,4,1,1,32.00,2,3.00,Pizza,0.00,1.67,3.00,2.00
5,5,5,5,5,1,5,2,3,2,1,31.00,2,3.00,Nahrungsmittel,2.00,5.00,5.00,5.00
4,4,4,4,3,1,5,4,4,1,1,27.00,2,1.00,Ofengemüse,1.00,4.00,5.00,4.00
2,3,4,3,3,2,5,3,3,1,1,50.00,2,1.00,Salat mit Brot,0.00,3.00,4.00,3.50
3,3,4,3,3,1,5,4,4,1,1,55.00,1,1.00,Döner,2.00,3.33,5.00,4.00
4,3,3,4,4,1,5,2,4,2,1,40.00,#NULL!,5.00,Nudeln,0.00,3.33,5.00,4.50
2,4,3,3,3,2,5,1,3,2,1,25.00,2,2.00,Wrap,1.00,3.00,4.00,3.50
2,2,3,4,4,2,5,3,3,2,1,29.00,1,1.00,Nudeln scharf,1.00,2.33,4.00,4.00
3,3,4,1,2,4,5,2,3,2,1,39.00,1,2.00,Nichts,2.00,3.33,2.00,2.00
4,5,5,4,3,2,5,2,3,2,1,28.00,2,2.00,Brot,0.00,4.67,4.00,3.50
4,3,2,3,4,2,5,2,3,2,1,32.00,2,2.00,Nudeln,0.00,3.00,4.00,4.00
3,3,3,3,1,1,5,4,3,1,1,53.00,1,2.00,Brot,1.00,3.00,5.00,3.00
5,5,5,5,5,2,5,2,3,1,1,34.00,2,3.00,Nudeln,2.00,5.00,4.00,4.50
1,1,1,4,5,1,5,3,3,2,1,21.00,1,3.00,Nudeln,1.00,1.00,5.00,5.00
4,4,4,5,4,2,5,3,3,1,1,38.00,2,2.00,Spinat,0.00,4.00,4.00,4.00
2,2,1,5,4,1,5,4,3,1,1,54.00,1,2.00,Bratkartoffeln,1.00,1.67,5.00,4.50
3,3,3,4,4,3,5,4,4,1,1,41.00,1,3.00,Suppe,0.00,3.00,3.00,3.50
3,3,3,2,2,3,5,2,3,1,1,46.00,1,3.00,Reis,2.00,3.00,3.00,2.50
1,1,1,1,3,4,5,1,2,1,1,37.00,1,1.00,Kartoffeln mit Mischgemüse,1.00,1.00,2.00,2.50
2,2,2,3,4,1,5,4,4,2,1,28.00,1,2.00,Nudeln,0.00,2.00,5.00,4.50
4,2,3,1,2,4,5,2,2,1,1,63.00,1,1.00,"belegte Brote und Kuchen, dazu Kaffee",2.00,3.00,2.00,2.00
3,3,3,5,4,4,5,2,4,1,1,24.00,1,1.00,Schnitzel,1.00,3.00,2.00,3.00
1,1,1,3,5,1,5,2,3,2,1,29.00,2,3.00,Pizza,0.00,1.00,5.00,5.00
4,4,4,4,4,1,5,4,5,1,1,33.00,1,1.00,gefüllte Paprika,2.00,4.00,5.00,4.50
